Month,City,Company,Total Monthly Hours,TariffRate
January,Gurgaon,Tata Power Company Ltd.,471.68,8.3
August,Gurgaon,Reliance Energy,1184.7,8.3
January,Gurgaon,Orient Green,527.12,8.3
June,Gurgaon,Reliance Energy,1310.1,8.3
April,Gurgaon,Indowind Energy,699.6,8.3
March,Gurgaon,Reliance Energy,325.6,8.3
June,Gurgaon,Indowind Energy,488.4,8.3
April,Gurgaon,Reliance Energy,574.2,8.3
November,Gurgaon,Indowind Energy,221.76,8.3
March,Gurgaon,Reliance Energy,537.9,8.3
April,Gurgaon,Indowind Energy,882.75,8.3
May,Gurgaon,Reliance Energy,3075.6,8.3
October,Gurgaon,Adani Power Ltd.,679.8,8.3
November,Gurgaon,Adani Power Ltd.,484.88,8.3
April,Gurgaon,Adani Power Ltd.,691.35,8.3
October,Gurgaon,Tata Power Company Ltd.,487.3,8.3
June,Gurgaon,Indowind Energy,1828.2,8.3
April,Gurgaon,Adani Power Ltd.,1047.75,8.3
March,Gurgaon,Reliance Energy,628.1,8.3
November,Gurgaon,Reliance Energy,382.8,8.3
September,Gurgaon,Indowind Energy,797.28,8.3
October,Gurgaon,Indowind Energy,463.1,8.3
September,Gurgaon,Reliance Energy,782.76,8.3
January,Gurgaon,Reliance Energy,532.4,8.3
July,Gurgaon,Tata Power Company Ltd.,1310.1,8.3
November,Gurgaon,Adani Power Ltd.,271.92,8.3
November,Gurgaon,Adani Power Ltd.,567.6,8.3
December,Gurgaon,Tata Power Company Ltd.,334.4,8.3
February,Gurgaon,Reliance Energy,560.56,8.3
February,Gurgaon,Reliance Energy,430.32,8.3
January,Gurgaon,Indowind Energy,1321.76,8.3
March,Gurgaon,Tata Power Company Ltd.,1168.2,8.3
February,Gurgaon,Reliance Energy,719.84,8.3
May,Gurgaon,Tata Power Company Ltd.,3062.4,8.3
April,Gurgaon,Indowind Energy,1844.7,8.3
June,Gurgaon,Reliance Energy,4151.4,8.3
October,Gurgaon,Orient Green,1135.2,8.3
July,Gurgaon,Reliance Energy,3484.8,8.3
April,Gurgaon,Adani Power Ltd.,1874.4,8.3
March,Gurgaon,Tata Power Company Ltd.,794.2,8.3
April,Gurgaon,Tata Power Company Ltd.,1527.9,8.3
March,Gurgaon,Orient Green,1709.4,8.3
April,Gurgaon,Indowind Energy,1735.8,8.3
March,Gurgaon,Indowind Energy,946,8.3
July,Gurgaon,Orient Green,4098.6,8.3
November,Gurgaon,Reliance Energy,663.52,8.3
October,Gurgaon,Reliance Energy,1309,8.3
August,Gurgaon,Reliance Energy,1996.5,8.3
December,Gurgaon,Reliance Energy,728.64,8.3
August,Gurgaon,Indowind Energy,1755.6,8.3
July,Gurgaon,Reliance Energy,4230.6,8.3
July,Gurgaon,Tata Power Company Ltd.,3603.6,8.3
May,Gurgaon,Adani Power Ltd.,2406.8,8.3
March,Gurgaon,Tata Power Company Ltd.,1333.2,8.3
May,Gurgaon,Reliance Energy,1914,8.3
January,Gurgaon,Orient Green,466.4,8.3
January,Gurgaon,Orient Green,924,8.3
March,Gurgaon,Tata Power Company Ltd.,882.2,8.3
July,Gurgaon,Tata Power Company Ltd.,3847.8,8.3
August,Gurgaon,Indowind Energy,2795.1,8.3
January,Gurgaon,Adani Power Ltd.,700.48,8.3
November,Gurgaon,Indowind Energy,1420.32,8.3
September,Gurgaon,Adani Power Ltd.,1689.6,8.3
November,Gurgaon,Tata Power Company Ltd.,1320,8.3
October,Gurgaon,Reliance Energy,1005.4,8.3
December,Gurgaon,Orient Green,469.92,8.3
March,Gurgaon,Orient Green,950.4,8.3
November,Gurgaon,Adani Power Ltd.,851.84,8.3
January,Gurgaon,Reliance Energy,1031.36,8.3
July,Gurgaon,Indowind Energy,2455.2,8.3
February,Gurgaon,Indowind Energy,763.84,8.3
October,Gurgaon,Reliance Energy,1364,8.3
August,Gurgaon,Indowind Energy,1884.3,8.3
August,Gurgaon,Reliance Energy,1184.7,8.3
January,Gurgaon,Indowind Energy,1119.36,8.3
March,Gurgaon,Reliance Energy,1056,8.3
March,Gurgaon,Indowind Energy,1718.2,8.3
December,Gurgaon,Indowind Energy,637.12,8.3
August,Gurgaon,Reliance Energy,2046,8.3
January,Gurgaon,Tata Power Company Ltd.,853.6,8.3
May,Gurgaon,Adani Power Ltd.,2838,8.3
July,Gurgaon,Tata Power Company Ltd.,5346,8.3
February,Gurgaon,Adani Power Ltd.,820.16,8.3
May,Gurgaon,Orient Green,2547.6,8.3
November,Gurgaon,Indowind Energy,1063.04,8.3
September,Gurgaon,Adani Power Ltd.,1238.16,8.3
February,Gurgaon,Adani Power Ltd.,821.92,8.3
December,Gurgaon,Indowind Energy,751.52,8.3
May,Gurgaon,Orient Green,1909.6,8.3
September,Gurgaon,Orient Green,1391.28,8.3
August,Gurgaon,Tata Power Company Ltd.,2392.5,8.3
March,Gurgaon,Adani Power Ltd.,1245.2,8.3
February,Gurgaon,Reliance Energy,934.56,8.3
December,Gurgaon,Orient Green,644.16,8.3
September,Gurgaon,Adani Power Ltd.,1399.2,8.3
July,Gurgaon,Adani Power Ltd.,4626.6,8.3
August,Gurgaon,Tata Power Company Ltd.,1379.4,8.3
November,Gurgaon,Indowind Energy,841.28,8.3
October,Gurgaon,Tata Power Company Ltd.,772.2,8.3
March,Gurgaon,Indowind Energy,1452,8.3
July,Gurgaon,Tata Power Company Ltd.,4785,8.3
November,Gurgaon,Indowind Energy,1207.36,8.3
December,Gurgaon,Orient Green,913.44,8.3
June,Gurgaon,Adani Power Ltd.,2871,8.3
December,Gurgaon,Orient Green,696.96,8.3
July,Gurgaon,Reliance Energy,3313.2,8.3
July,Gurgaon,Indowind Energy,3247.2,8.3
September,Gurgaon,Orient Green,1127.28,8.3
May,Gurgaon,Orient Green,3198.8,8.3
June,Gurgaon,Reliance Energy,2204.4,8.3
May,Gurgaon,Tata Power Company Ltd.,2455.2,8.3
October,Gurgaon,Reliance Energy,1452,8.3
September,Gurgaon,Reliance Energy,1623.6,8.3
December,Gurgaon,Orient Green,890.56,8.3
July,Gurgaon,Orient Green,5108.4,8.3
December,Gurgaon,Indowind Energy,1122.88,8.3
September,Gurgaon,Adani Power Ltd.,1378.08,8.3
September,Gurgaon,Indowind Energy,1858.56,8.3
February,Gurgaon,Orient Green,989.12,8.3
March,Gurgaon,Orient Green,1157.2,8.3
March,Gurgaon,Orient Green,1278.2,8.3
July,Gurgaon,Tata Power Company Ltd.,4111.8,8.3
September,Gurgaon,Adani Power Ltd.,1655.28,8.3
July,Gurgaon,Reliance Energy,3352.8,8.3
December,Gurgaon,Tata Power Company Ltd.,721.6,8.3
March,Gurgaon,Reliance Energy,943.8,8.3
September,Gurgaon,Orient Green,2067.12,8.3
September,Gurgaon,Orient Green,1642.08,8.3
January,Gurgaon,Reliance Energy,674.08,8.3
April,Gurgaon,Adani Power Ltd.,2214.3,8.3
March,Gurgaon,Indowind Energy,715,8.3
September,Gurgaon,Adani Power Ltd.,1267.2,8.3
May,Gurgaon,Reliance Energy,2926,8.3
July,Gurgaon,Indowind Energy,4474.8,8.3
March,Gurgaon,Tata Power Company Ltd.,1133,8.3
December,Gurgaon,Indowind Energy,1066.56,8.3
February,Gurgaon,Orient Green,1080.64,8.3
February,Gurgaon,Adani Power Ltd.,799.04,8.3
October,Gurgaon,Adani Power Ltd.,1102.2,8.3
July,Gurgaon,Reliance Energy,4573.8,8.3
October,Gurgaon,Tata Power Company Ltd.,1606,8.3
April,Gurgaon,Orient Green,2663.1,8.3
February,Gurgaon,Adani Power Ltd.,906.4,8.3
August,Gurgaon,Adani Power Ltd.,1686.3,8.3
July,Gurgaon,Orient Green,3220.8,8.3
December,Gurgaon,Indowind Energy,969.76,8.3
April,Gurgaon,Indowind Energy,970.2,8.3
June,Gurgaon,Adani Power Ltd.,4547.4,8.3
October,Gurgaon,Adani Power Ltd.,1126.4,8.3
March,Gurgaon,Indowind Energy,1727,8.3
January,Gurgaon,Reliance Energy,1408,8.3
September,Gurgaon,Orient Green,1293.6,8.3
February,Gurgaon,Reliance Energy,630.08,8.3
July,Gurgaon,Tata Power Company Ltd.,4719,8.3
January,Gurgaon,Orient Green,929.28,8.3
April,Gurgaon,Reliance Energy,1818.3,8.3
August,Gurgaon,Reliance Energy,2329.8,8.3
May,Gurgaon,Tata Power Company Ltd.,2855.6,8.3
April,Gurgaon,Adani Power Ltd.,1818.3,8.3
June,Gurgaon,Tata Power Company Ltd.,3834.6,8.3
August,Gurgaon,Adani Power Ltd.,1646.7,8.3
August,Gurgaon,Adani Power Ltd.,2326.5,8.3
March,Gurgaon,Reliance Energy,1502.6,8.3
April,Gurgaon,Tata Power Company Ltd.,2069.1,8.3
May,Gurgaon,Reliance Energy,2398,8.3
October,Gurgaon,Orient Green,1130.8,8.3
December,Gurgaon,Tata Power Company Ltd.,953.92,8.3
October,Gurgaon,Indowind Energy,1251.8,8.3
June,Gurgaon,Tata Power Company Ltd.,4118.4,8.3
June,Gurgaon,Orient Green,2442,8.3
November,Gurgaon,Tata Power Company Ltd.,1085.92,8.3
October,Gurgaon,Adani Power Ltd.,996.6,8.3
April,Gurgaon,Adani Power Ltd.,1491.6,8.3
October,Gurgaon,Adani Power Ltd.,1003.2,8.3
October,Gurgaon,Reliance Energy,800.8,8.3
April,Gurgaon,Tata Power Company Ltd.,1329.9,8.3
February,Gurgaon,Adani Power Ltd.,758.56,8.3
May,Gurgaon,Reliance Energy,1377.2,8.3
September,Gurgaon,Reliance Energy,1211.76,8.3
April,Gurgaon,Adani Power Ltd.,1359.6,8.3
December,Gurgaon,Reliance Energy,777.92,8.3
November,Gurgaon,Orient Green,888.8,8.3
April,Gurgaon,Indowind Energy,1557.6,8.3
February,Gurgaon,Indowind Energy,897.6,8.3
August,Gurgaon,Indowind Energy,2009.7,8.3
February,Gurgaon,Reliance Energy,941.6,8.3
May,Gurgaon,Adani Power Ltd.,3084.4,8.3
January,Gurgaon,Tata Power Company Ltd.,1124.64,8.3
May,Gurgaon,Indowind Energy,2257.2,8.3
August,Gurgaon,Adani Power Ltd.,1316.7,8.3
June,Gurgaon,Orient Green,3115.2,8.3
April,Gurgaon,Tata Power Company Ltd.,1940.4,8.3
February,Gurgaon,Reliance Energy,610.72,8.3
August,Gurgaon,Orient Green,1854.6,8.3
June,Gurgaon,Reliance Energy,2349.6,8.3
May,Gurgaon,Orient Green,2587.2,8.3
October,Gurgaon,Indowind Energy,1339.8,8.3
February,Gurgaon,Orient Green,348.48,8.3
January,Gurgaon,Adani Power Ltd.,839.52,8.3
January,Gurgaon,Orient Green,846.56,8.3
December,Gurgaon,Adani Power Ltd.,670.56,8.3
August,Gurgaon,Tata Power Company Ltd.,1650,8.3
February,Gurgaon,Reliance Energy,679.36,8.3
April,Gurgaon,Reliance Energy,1636.8,8.3
May,Gurgaon,Reliance Energy,1812.8,8.3
September,Gurgaon,Indowind Energy,1499.52,8.3
October,Gurgaon,Tata Power Company Ltd.,1416.8,8.3
July,Gurgaon,Reliance Energy,1630.2,8.3
August,Gurgaon,Reliance Energy,1244.1,8.3
December,Gurgaon,Orient Green,871.2,8.3
January,Gurgaon,Adani Power Ltd.,1031.36,8.3
February,Gurgaon,Orient Green,635.36,8.3
July,Gurgaon,Indowind Energy,2296.8,8.3
April,Gurgaon,Adani Power Ltd.,1679.7,8.3
May,Gurgaon,Orient Green,2776.4,8.3
February,Gurgaon,Adani Power Ltd.,1020.8,8.3
October,Gurgaon,Reliance Energy,1001,8.3
September,Gurgaon,Indowind Energy,1351.68,8.3
February,Gurgaon,Reliance Energy,535.04,8.3
May,Gurgaon,Orient Green,1949.2,8.3
May,Gurgaon,Orient Green,1984.4,8.3
September,Gurgaon,Indowind Energy,1296.24,8.3
April,Gurgaon,Tata Power Company Ltd.,2128.5,8.3
April,Gurgaon,Reliance Energy,1620.3,8.3
October,Gurgaon,Reliance Energy,1377.2,8.3
June,Gurgaon,Reliance Energy,2673,8.3
June,Gurgaon,Reliance Energy,2890.8,8.3
November,Gurgaon,Reliance Energy,883.52,8.3
October,Gurgaon,Tata Power Company Ltd.,1181.4,8.3
September,Gurgaon,Adani Power Ltd.,1568.16,8.3
April,Gurgaon,Tata Power Company Ltd.,2125.2,8.3
July,Gurgaon,Reliance Energy,4481.4,8.3
February,Gurgaon,Tata Power Company Ltd.,899.36,8.3
January,Gurgaon,Indowind Energy,742.72,8.3
August,Gurgaon,Adani Power Ltd.,1719.3,8.3
March,Gurgaon,Tata Power Company Ltd.,899.8,8.3
July,Gurgaon,Orient Green,4402.2,8.3
July,Gurgaon,Reliance Energy,3649.8,8.3
April,Gurgaon,Indowind Energy,1346.4,8.3
February,Gurgaon,Indowind Energy,667.04,8.3
September,Gurgaon,Tata Power Company Ltd.,1378.08,8.3
April,Gurgaon,Indowind Energy,1834.8,8.3
June,Gurgaon,Orient Green,3742.2,8.3
April,Gurgaon,Reliance Energy,1277.1,8.3
March,Gurgaon,Orient Green,1117.6,8.3
September,Gurgaon,Tata Power Company Ltd.,1488.96,8.3
November,Gurgaon,Orient Green,802.56,8.3
June,Gurgaon,Adani Power Ltd.,3828,8.3
June,Gurgaon,Reliance Energy,4725.6,8.3
July,Gurgaon,Indowind Energy,3445.2,8.3
March,Gurgaon,Adani Power Ltd.,1240.8,8.3
November,Gurgaon,Reliance Energy,767.36,8.3
October,Gurgaon,Tata Power Company Ltd.,1190.2,8.3
September,Gurgaon,Indowind Energy,1082.4,8.3
April,Gurgaon,Orient Green,1894.2,8.3
December,Gurgaon,Tata Power Company Ltd.,1029.6,8.3
December,Gurgaon,Tata Power Company Ltd.,716.32,8.3
October,Gurgaon,Indowind Energy,1368.4,8.3
June,Gurgaon,Reliance Energy,4540.8,8.3
October,Gurgaon,Adani Power Ltd.,1320,8.3
February,Gurgaon,Reliance Energy,1288.32,8.3
June,Gurgaon,Adani Power Ltd.,4243.8,8.3
January,Gurgaon,Indowind Energy,946.88,8.3
July,Gurgaon,Orient Green,3834.6,8.3
July,Gurgaon,Indowind Energy,2739,8.3
November,Gurgaon,Orient Green,573.76,8.3
April,Gurgaon,Indowind Energy,1907.4,8.3
July,Gurgaon,Orient Green,4039.2,8.3
September,Gurgaon,Tata Power Company Ltd.,1631.52,8.3
November,Gurgaon,Indowind Energy,1008.48,8.3
January,Gurgaon,Tata Power Company Ltd.,1186.24,8.3
September,Gurgaon,Adani Power Ltd.,1953.6,8.3
December,Gurgaon,Orient Green,742.72,8.3
February,Gurgaon,Indowind Energy,968,8.3
May,Gurgaon,Reliance Energy,2613.6,8.3
January,Gurgaon,Orient Green,973.28,8.3
July,Gurgaon,Tata Power Company Ltd.,3168,8.3
February,Gurgaon,Reliance Energy,853.6,8.3
November,Gurgaon,Orient Green,1112.32,8.3
November,Gurgaon,Indowind Energy,388.96,8.3
October,Gurgaon,Orient Green,1104.4,8.3
November,Gurgaon,Adani Power Ltd.,1195.04,8.3
April,Gurgaon,Tata Power Company Ltd.,1475.1,8.3
May,Gurgaon,Tata Power Company Ltd.,2675.2,8.3
September,Gurgaon,Tata Power Company Ltd.,1232.88,8.3
June,Gurgaon,Orient Green,4686,8.3
August,Gurgaon,Reliance Energy,1541.1,8.3
May,Gurgaon,Indowind Energy,1760,8.3
September,Gurgaon,Reliance Energy,1349.04,8.3
September,Gurgaon,Orient Green,1562.88,8.3
November,Gurgaon,Reliance Energy,1305.92,8.3
March,Gurgaon,Orient Green,1366.2,8.3
April,Gurgaon,Adani Power Ltd.,1669.8,8.3
June,Gurgaon,Indowind Energy,3537.6,8.3
November,Gurgaon,Indowind Energy,681.12,8.3
April,Gurgaon,Orient Green,1244.1,8.3
February,Gurgaon,Tata Power Company Ltd.,596.64,8.3
August,Gurgaon,Adani Power Ltd.,1963.5,8.3
February,Gurgaon,Orient Green,762.08,8.3
March,Gurgaon,Reliance Energy,1027.4,8.3
June,Gurgaon,Tata Power Company Ltd.,3359.4,8.3
October,Gurgaon,Indowind Energy,873.4,8.3
October,Gurgaon,Adani Power Ltd.,1370.6,8.3
December,Gurgaon,Tata Power Company Ltd.,480.48,8.3
October,Gurgaon,Indowind Energy,1051.6,8.3
August,Gurgaon,Adani Power Ltd.,1861.2,8.3
November,Gurgaon,Tata Power Company Ltd.,966.24,8.3
August,Gurgaon,Orient Green,2059.2,8.3
October,Gurgaon,Tata Power Company Ltd.,1240.8,8.3
August,Gurgaon,Orient Green,1996.5,8.3
June,Gurgaon,Indowind Energy,3088.8,8.3
October,Gurgaon,Adani Power Ltd.,1194.6,8.3
July,Gurgaon,Orient Green,3808.2,8.3
March,Gurgaon,Orient Green,1447.6,8.3
October,Gurgaon,Orient Green,1144,8.3
August,Gurgaon,Tata Power Company Ltd.,1567.5,8.3
October,Gurgaon,Orient Green,1227.6,8.3
December,Gurgaon,Tata Power Company Ltd.,1008.48,8.3
March,Gurgaon,Indowind Energy,974.6,8.3
November,Gurgaon,Tata Power Company Ltd.,765.6,8.3
February,Gurgaon,Reliance Energy,836,8.3
September,Gurgaon,Orient Green,1127.28,8.3
August,Gurgaon,Orient Green,1584,8.3
September,Gurgaon,Orient Green,1782,8.3
April,Gurgaon,Tata Power Company Ltd.,1894.2,8.3
June,Gurgaon,Indowind Energy,4435.2,8.3
December,Gurgaon,Adani Power Ltd.,915.2,8.3
March,Gurgaon,Adani Power Ltd.,1661,8.3
August,Gurgaon,Reliance Energy,1135.2,8.3
December,Gurgaon,Indowind Energy,758.56,8.3
December,Gurgaon,Indowind Energy,971.52,8.3
January,Gurgaon,Tata Power Company Ltd.,978.56,8.3
September,Gurgaon,Reliance Energy,873.84,8.3
July,Gurgaon,Indowind Energy,4237.2,8.3
September,Gurgaon,Reliance Energy,960.96,8.3
May,Gurgaon,Reliance Energy,1883.2,8.3
September,Gurgaon,Orient Green,1087.68,8.3
August,Hyderabad,Adani Power Ltd.,438.6,8.4
December,Hyderabad,Orient Green,308.04,8.4
November,Hyderabad,Reliance Energy,356.32,8.4
June,Hyderabad,Adani Power Ltd.,1512.15,8.4
January,Hyderabad,Orient Green,294.44,8.4
April,Hyderabad,Orient Green,606.9,8.4
April,Hyderabad,Reliance Energy,488.325,8.4
February,Hyderabad,Orient Green,485.52,8.4
February,Hyderabad,Tata Power Company Ltd.,367.88,8.4
April,Hyderabad,Reliance Energy,928.2,8.4
March,Hyderabad,Tata Power Company Ltd.,414.8,8.4
January,Hyderabad,Adani Power Ltd.,410.04,8.4
September,Hyderabad,Adani Power Ltd.,780.3,8.4
April,Hyderabad,Adani Power Ltd.,549.525,8.4
July,Hyderabad,Orient Green,1053.15,8.4
February,Hyderabad,Tata Power Company Ltd.,214.2,8.4
June,Hyderabad,Indowind Energy,1481.55,8.4
April,Hyderabad,Tata Power Company Ltd.,601.8,8.4
December,Hyderabad,Tata Power Company Ltd.,241.4,8.4
October,Hyderabad,Adani Power Ltd.,414.8,8.4
November,Hyderabad,Reliance Energy,259.08,8.4
July,Hyderabad,Indowind Energy,1308.15,8.4
March,Hyderabad,Reliance Energy,376.55,8.4
November,Hyderabad,Adani Power Ltd.,301.24,8.4
May,Hyderabad,Indowind Energy,1071,8.4
June,Hyderabad,Tata Power Company Ltd.,963.9,8.4
July,Hyderabad,Orient Green,1343.85,8.4
August,Hyderabad,Orient Green,754.8,8.4
May,Hyderabad,Orient Green,450.5,8.4
November,Hyderabad,Tata Power Company Ltd.,362.44,8.4
December,Hyderabad,Adani Power Ltd.,244.8,8.4
December,Hyderabad,Indowind Energy,390.32,8.4
November,Hyderabad,Reliance Energy,335.24,8.4
December,Hyderabad,Reliance Energy,364.48,8.4
June,Hyderabad,Tata Power Company Ltd.,1088.85,8.4
April,Hyderabad,Reliance Energy,912.9,8.4
April,Hyderabad,Tata Power Company Ltd.,715.275,8.4
June,Hyderabad,Orient Green,1468.8,8.4
December,Hyderabad,Orient Green,420.24,8.4
June,Hyderabad,Adani Power Ltd.,1206.15,8.4
December,Hyderabad,Tata Power Company Ltd.,354.96,8.4
March,Hyderabad,Adani Power Ltd.,509.15,8.4
April,Hyderabad,Adani Power Ltd.,698.7,8.4
July,Hyderabad,Orient Green,1287.75,8.4
June,Hyderabad,Adani Power Ltd.,1425.45,8.4
November,Hyderabad,Adani Power Ltd.,344.08,8.4
October,Hyderabad,Adani Power Ltd.,375.7,8.4
March,Hyderabad,Adani Power Ltd.,574.6,8.4
July,Hyderabad,Indowind Energy,1264.8,8.4
October,Hyderabad,Tata Power Company Ltd.,643.45,8.4
February,Hyderabad,Orient Green,273.36,8.4
November,Hyderabad,Adani Power Ltd.,438.6,8.4
November,Hyderabad,Tata Power Company Ltd.,527,8.4
September,Hyderabad,Orient Green,473.28,8.4
July,Hyderabad,Orient Green,1053.15,8.4
August,Hyderabad,Reliance Energy,692.325,8.4
August,Hyderabad,Orient Green,830.025,8.4
October,Hyderabad,Adani Power Ltd.,573.75,8.4
October,Hyderabad,Reliance Energy,489.6,8.4
February,Hyderabad,Indowind Energy,310.08,8.4
July,Hyderabad,Reliance Energy,1619.25,8.4
March,Hyderabad,Reliance Energy,340.85,8.4
June,Hyderabad,Orient Green,1254.6,8.4
July,Hyderabad,Adani Power Ltd.,2078.25,8.4
May,Hyderabad,Tata Power Company Ltd.,703.8,8.4
September,Hyderabad,Indowind Energy,402.9,8.4
April,Hyderabad,Tata Power Company Ltd.,706.35,8.4
July,Hyderabad,Adani Power Ltd.,928.2,8.4
November,Hyderabad,Reliance Energy,350.88,8.4
July,Hyderabad,Orient Green,1417.8,8.4
February,Hyderabad,Orient Green,373.32,8.4
December,Hyderabad,Tata Power Company Ltd.,436.56,8.4
October,Hyderabad,Reliance Energy,560.15,8.4
December,Hyderabad,Orient Green,384.2,8.4
October,Hyderabad,Orient Green,568.65,8.4
January,Hyderabad,Adani Power Ltd.,358.36,8.4
October,Hyderabad,Reliance Energy,300.05,8.4
April,Hyderabad,Adani Power Ltd.,837.675,8.4
February,Hyderabad,Adani Power Ltd.,489.6,8.4
April,Hyderabad,Tata Power Company Ltd.,981.75,8.4
September,Hyderabad,Orient Green,606.9,8.4
April,Hyderabad,Orient Green,563.55,8.4
June,Hyderabad,Adani Power Ltd.,1369.35,8.4
September,Hyderabad,Indowind Energy,569.16,8.4
August,Hyderabad,Adani Power Ltd.,590.325,8.4
September,Hyderabad,Orient Green,594.66,8.4
August,Hyderabad,Reliance Energy,626.025,8.4
November,Hyderabad,Tata Power Company Ltd.,429.76,8.4
January,Hyderabad,Reliance Energy,350.88,8.4
July,Hyderabad,Adani Power Ltd.,1331.1,8.4
July,Hyderabad,Adani Power Ltd.,1280.1,8.4
August,Hyderabad,Indowind Energy,750.975,8.4
April,Hyderabad,Orient Green,517.65,8.4
April,Hyderabad,Adani Power Ltd.,750.975,8.4
November,Hyderabad,Adani Power Ltd.,254.32,8.4
December,Hyderabad,Orient Green,281.52,8.4
February,Hyderabad,Adani Power Ltd.,417.52,8.4
February,Hyderabad,Adani Power Ltd.,216.92,8.4
December,Hyderabad,Tata Power Company Ltd.,476.68,8.4
October,Hyderabad,Indowind Energy,543.15,8.4
July,Hyderabad,Indowind Energy,1037.85,8.4
October,Hyderabad,Adani Power Ltd.,402.05,8.4
May,Hyderabad,Indowind Energy,861.9,8.4
April,Hyderabad,Adani Power Ltd.,780.3,8.4
February,Hyderabad,Reliance Energy,265.2,8.4
January,Hyderabad,Tata Power Company Ltd.,349.52,8.4
August,Hyderabad,Orient Green,608.175,8.4
March,Hyderabad,Orient Green,501.5,8.4
October,Hyderabad,Reliance Energy,555.9,8.4
March,Hyderabad,Adani Power Ltd.,201.45,8.4
December,Hyderabad,Adani Power Ltd.,385.56,8.4
February,Hyderabad,Indowind Energy,318.24,8.4
August,Hyderabad,Reliance Energy,604.35,8.4
October,Hyderabad,Reliance Energy,505.75,8.4
July,Hyderabad,Orient Green,1129.65,8.4
September,Hyderabad,Orient Green,243.78,8.4
February,Hyderabad,Tata Power Company Ltd.,403.92,8.4
June,Hyderabad,Adani Power Ltd.,1624.35,8.4
November,Hyderabad,Orient Green,259.08,8.4
August,Hyderabad,Indowind Energy,609.45,8.4
May,Hyderabad,Tata Power Company Ltd.,1218.9,8.4
July,Hyderabad,Adani Power Ltd.,1147.5,8.4
July,Hyderabad,Adani Power Ltd.,1088.85,8.4
September,Hyderabad,Indowind Energy,609.96,8.4
July,Hyderabad,Tata Power Company Ltd.,1382.1,8.4
January,Hyderabad,Tata Power Company Ltd.,383.52,8.4
January,Hyderabad,Orient Green,312.12,8.4
June,Hyderabad,Indowind Energy,1402.5,8.4
June,Hyderabad,Reliance Energy,1282.65,8.4
April,Hyderabad,Adani Power Ltd.,791.775,8.4
February,Hyderabad,Orient Green,306.68,8.4
August,Hyderabad,Tata Power Company Ltd.,952.425,8.4
November,Hyderabad,Tata Power Company Ltd.,365.16,8.4
June,Hyderabad,Indowind Energy,1124.55,8.4
